# numOfBuses, numOfLines, Reference Bus
14	20	1


#Lines Info
1.0	1.0	2.0	16.9	1	1	1	1
2.0	1.0	5.0	4.48	1	1	1	1
3.0	2.0	3.0	5.05	1	1	1	1
4.0	2.0	4.0	5.67	1	1	1	1
5.0	2.0	5.0	5.75	1	1	1	1
6.0	3.0	4.0	5.85	1	1	1	1
7.0	4.0	5.0	23.75	1	1	1	1
8.0	4.0	7.0	4.78	1	1	1	1
9.0	4.0	9.0	1.8	1	1	1	1
10.0	5.0	6.0	3.97	1	1	1	1
11.0	6.0	11.0	5.03	1	1	1	1
12.0	6.0	12.0	3.91	1	1	1	1
13.0	6.0	13.0	7.68	1	1	1	1
14.0	7.0	8.0	5.68	1	1	1	1
15.0	7.0	9.0	9.09	1	1	1	1
16.0	9.0	10.0	11.83	1	1	1	1
17.0	9.0	14.0	3.7	1	1	1	1
18.0	10.0	11.0	5.21	1	1	1	1
19.0	12.0	13.0	5.0	1	1	1	1
20.0	13.0	14.0	2.87	1	1	1	1

#Measurements Info
1	1	0	1
2	1	0	1
3	1	0	1
4	1	0	1
5	1	0	1
6	1	0	1
7	1	0	1
8	1	0	1
9	1	0	1
10	1	0	1
11	1	0	1
12	1	0	1
13	1	0	1
14	1	0	1
15	1	0	1
16	1	0	1
17	1	0	1
18	1	0	1
19	1	0	1
20	1	0	1
21	1	0	1
22	1	0	1
23	1	0	1
24	1	0	1
25	1	0	1
26	1	0	1
27	1	0	1
28	1	0	1
29	1	0	1
30	1	0	1
31	1	0	1
32	1	0	1
33	1	0	1
34	1	0	1
35	1	0	1
36	1	0	1
37	1	0	1
38	1	0	1
39	1	0	1
40	1	0	1
41	1	0	1
42	1	0	1
43	1	0	1
44	1	0	1
45	1	0	1
46	1	0	1
47	1	0	1
48	1	0	1
49	1	0	1
50	1	0	1
51	1	0	1
52	1	0	1
53	1	0	1
54	1	0	1


#Number of States
0

#Maximum number of states
13
0

#Attacker's Resource Limitation, Measurements, Bus
25	5
